Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
L673,Male,Yes,3+,Graduate,No,101957,135166,3975564,1,466,Semiurban,N
L674,Male,Yes,2,Graduate,No,278516,427704,1309859,2,226,Semiurban,Y
L675,Female,No,0,Graduate,Yes,465178,144389,4475310,1,460,Urban,N
L676,Female,No,3+,Graduate,Yes,73067,462106,335283,3,232,Rural,Y
L677,Male,No,1,Graduate,Yes,11027,201559,2876521,2,71,Urban,N
L678,Female,No,2,Not Graduate,Yes,104566,445412,2357301,4,301,Semiurban,N
L679,Male,No,2,Not Graduate,No,54233,339048,3588702,1,568,Rural,N
L680,Male,No,1,Not Graduate,Yes,250355,102728,1224057,1,828,Semiurban,Y
L681,Female,Yes,0,Graduate,Yes,412923,444231,1573492,2,387,Rural,Y
L682,Male,No,3+,Graduate,No,230362,466809,1710880,1,429,Urban,N
L683,Female,Yes,1,Graduate,No,332241,299799,997901,1,650,Urban,N
L684,Female,Yes,3+,Not Graduate,No,351829,163183,1662901,4,827,Urban,Y
L685,Female,No,2,Graduate,Yes,185945,163978,4996298,2,713,Rural,Y
L686,Female,Yes,1,Not Graduate,No,97377,388317,3329354,2,293,Rural,N
L687,Female,Yes,2,Not Graduate,No,428611,178851,4210824,4,825,Rural,Y
L688,Male,No,3+,Not Graduate,No,216856,313232,736371,4,103,Urban,Y
L689,Female,No,3+,Graduate,No,106956,84910,2994494,3,274,Urban,N
L690,Male,No,3+,Not Graduate,No,179104,97942,3286690,4,429,Rural,N
L691,Male,Yes,0,Graduate,No,268028,194627,3090544,4,482,Urban,N
L692,Male,No,2,Not Graduate,Yes,53175,409651,1164334,3,35,Urban,Y
L693,Male,No,3+,Not Graduate,No,468861,11176,4795867,2,60,Urban,N
L694,Male,No,2,Not Graduate,Yes,103425,256994,1444799,3,212,Semiurban,N
L695,Female,Yes,1,Not Graduate,Yes,395470,43206,511928,1,97,Rural,N
L696,Female,No,0,Graduate,Yes,88163,28886,1695442,2,516,Rural,N
L697,Male,Yes,3+,Graduate,Yes,357604,454433,1859145,2,417,Semiurban,N
L698,Female,Yes,0,Graduate,No,95443,156681,2208661,3,918,Urban,Y
L699,Male,Yes,2,Not Graduate,Yes,73939,119542,1215687,3,344,Semiurban,N
L700,Male,Yes,1,Not Graduate,No,75815,299267,2122752,2,597,Semiurban,N
L701,Male,Yes,1,Not Graduate,No,289450,444120,1885836,4,219,Urban,Y
L702,Male,Yes,2,Not Graduate,No,219037,331206,2694085,1,588,Rural,N
L703,Male,No,3+,Not Graduate,No,438438,308194,1170657,4,799,Rural,Y
L704,Male,No,3+,Not Graduate,No,376548,245726,2442762,2,768,Semiurban,Y
L705,Female,No,3+,Not Graduate,No,400097,146281,3279728,4,509,Semiurban,N
L706,Male,No,1,Graduate,No,132337,294217,4927921,2,449,Semiurban,N
L707,Female,No,2,Not Graduate,Yes,134762,498897,3850314,1,679,Semiurban,Y
L708,Male,No,2,Not Graduate,Yes,155693,206517,4297210,2,303,Rural,N
L709,Female,Yes,0,Graduate,No,182267,403888,2990417,2,0,Rural,N
L710,Male,No,2,Graduate,No,316705,477488,1413549,2,361,Semiurban,Y
L711,Female,No,1,Graduate,Yes,346758,275293,3779874,1,246,Urban,N
L712,Female,Yes,1,Graduate,No,499122,75903,2096886,1,776,Rural,Y
L713,Female,Yes,3+,Not Graduate,Yes,114647,193714,2489618,1,643,Semiurban,N
L714,Female,No,2,Graduate,No,175900,110955,1098874,3,423,Semiurban,N
L715,Female,No,2,Graduate,No,97147,55019,1121227,3,866,Rural,Y
L716,Female,Yes,2,Not Graduate,No,81528,320164,499361,3,765,Semiurban,Y
L717,Female,Yes,3+,Graduate,No,192426,429300,1276591,4,569,Rural,Y
L718,Female,No,0,Graduate,No,245724,6068,3995566,3,264,Rural,N
L719,Female,Yes,2,Not Graduate,Yes,464933,143276,4382511,3,666,Urban,Y
L720,Female,No,2,Not Graduate,Yes,117519,125834,2138949,4,937,Rural,Y
L721,Female,Yes,2,Graduate,No,281821,146424,4833622,3,494,Urban,N
L722,Male,No,3+,Graduate,No,75826,321878,1125486,4,566,Urban,Y
L723,Male,No,0,Not Graduate,Yes,259307,457400,4807683,4,833,Urban,Y
L724,Female,Yes,2,Graduate,Yes,143862,475499,1596368,2,931,Rural,Y
L725,Male,Yes,2,Not Graduate,No,37693,339201,3810453,4,436,Rural,N
L726,Female,No,3+,Graduate,Yes,419141,261726,4704011,1,669,Semiurban,Y
L727,Female,Yes,0,Not Graduate,Yes,42537,380992,2877480,3,816,Urban,Y
L728,Female,Yes,2,Graduate,Yes,109371,99937,1882033,4,714,Rural,Y
L729,Female,Yes,2,Graduate,No,311267,181909,1067416,4,855,Semiurban,Y
L730,Female,Yes,0,Not Graduate,Yes,306881,300954,3634204,2,844,Urban,Y
L731,Female,No,0,Graduate,Yes,339998,311947,476509,4,811,Semiurban,Y
L732,Female,No,0,Not Graduate,Yes,236159,436196,488406,2,92,Rural,Y
L733,Female,No,3+,Graduate,Yes,415739,486321,3900671,1,10,Rural,N
L734,Male,No,2,Graduate,No,121716,349571,2637140,2,9,Semiurban,N
L735,Female,No,3+,Graduate,No,57423,421256,238970,3,751,Rural,Y
L736,Female,No,0,Graduate,Yes,317319,90963,3463570,4,749,Urban,Y
L737,Male,Yes,2,Graduate,No,371171,303308,2139365,1,786,Rural,Y
L738,Female,Yes,3+,Graduate,No,424280,256790,2366529,3,254,Semiurban,N
L739,Female,No,0,Graduate,Yes,383277,384007,3062805,1,157,Rural,N
L740,Male,No,3+,Graduate,No,326441,189541,4985600,4,32,Urban,N
L741,Male,Yes,1,Not Graduate,Yes,282335,344468,2353263,3,101,Semiurban,N
L742,Male,Yes,0,Not Graduate,Yes,248666,268444,3038163,2,726,Urban,Y
L743,Male,No,2,Not Graduate,Yes,250604,255882,2998640,3,57,Urban,N
L744,Male,Yes,1,Not Graduate,Yes,306529,372458,993087,4,415,Semiurban,Y
L745,Female,Yes,0,Not Graduate,No,472145,286659,149893,4,74,Rural,Y
L746,Male,Yes,0,Graduate,Yes,331025,259964,3194389,4,863,Semiurban,Y
L747,Female,Yes,0,Graduate,Yes,393226,362159,662272,3,210,Rural,Y
L748,Male,Yes,3+,Not Graduate,Yes,199520,282593,3145468,2,45,Semiurban,N
L749,Male,No,2,Graduate,No,257295,256321,4272805,4,621,Urban,N
L750,Female,No,1,Graduate,No,330107,49365,3006061,4,474,Semiurban,N
L751,Female,No,1,Graduate,Yes,317587,237109,2796727,4,563,Rural,N
L752,Male,No,0,Not Graduate,Yes,348219,223296,545132,3,871,Rural,Y
L753,Male,No,2,Graduate,Yes,235685,453719,4751377,4,914,Rural,Y
L754,Male,Yes,0,Not Graduate,Yes,141508,214317,3717704,4,247,Semiurban,N
L755,Male,No,1,Graduate,No,256384,139558,1044257,2,610,Rural,N
L756,Female,No,1,Not Graduate,Yes,383336,18996,801388,4,567,Urban,Y
L757,Male,Yes,1,Graduate,Yes,280575,255850,1909683,4,2,Semiurban,N
L758,Female,No,2,Graduate,No,106450,482621,4790469,2,647,Rural,N
L759,Male,Yes,0,Not Graduate,Yes,180509,21520,3612566,2,87,Urban,N
L760,Male,No,2,Graduate,Yes,123011,319852,4923932,3,899,Urban,Y
L761,Female,No,3+,Not Graduate,No,296607,479384,3266542,1,722,Urban,Y
L762,Female,No,2,Graduate,No,229848,128028,4795969,4,510,Rural,N
L763,Male,No,2,Graduate,Yes,42872,300104,1538747,2,371,Urban,N
L764,Female,Yes,3+,Graduate,Yes,143968,55588,3332403,2,860,Rural,Y
L765,Male,No,3+,Graduate,No,257456,223200,4851342,2,733,Rural,Y
L766,Female,No,1,Graduate,No,350601,300871,3383389,3,301,Semiurban,N
L767,Male,Yes,0,Graduate,No,306857,308923,4793314,2,169,Semiurban,N
L768,Female,No,0,Not Graduate,Yes,451743,168417,1335535,4,604,Urban,Y
L769,Female,Yes,3+,Graduate,Yes,109913,338623,4642542,4,134,Rural,N
L770,Male,Yes,3+,Graduate,Yes,202828,63459,4740491,3,758,Urban,Y
L771,Male,Yes,3+,Graduate,Yes,372708,446636,3860587,3,903,Urban,Y
L772,Female,Yes,1,Not Graduate,Yes,55158,370229,866966,3,1,Rural,Y
L773,Female,Yes,3+,Graduate,No,444644,129603,4678000,3,337,Rural,N
L774,Female,Yes,0,Not Graduate,Yes,116174,39226,451041,4,448,Urban,Y
L775,Male,Yes,1,Graduate,No,36290,182549,1117628,1,166,Urban,N
L776,Female,Yes,1,Graduate,Yes,119881,490938,186663,2,225,Semiurban,Y
L777,Male,Yes,0,Not Graduate,Yes,86019,401713,963329,4,762,Urban,Y
L778,Male,No,3+,Not Graduate,Yes,290434,36052,2471943,4,764,Rural,Y
L779,Female,Yes,3+,Graduate,No,372562,173892,3334137,2,363,Semiurban,N
L780,Female,No,0,Not Graduate,Yes,104248,9506,110472,1,334,Urban,N
L781,Male,Yes,2,Not Graduate,No,475222,159249,1354078,3,51,Rural,Y
L782,Female,No,0,Graduate,Yes,213423,377584,403452,3,764,Rural,Y
L783,Male,No,2,Graduate,No,163514,65293,3300380,1,871,Urban,Y
L784,Male,No,3+,Graduate,No,229399,182029,1223264,4,684,Rural,Y
L785,Female,Yes,3+,Graduate,Yes,391786,451239,1566548,4,158,Semiurban,Y
L786,Female,Yes,0,Graduate,No,261278,70588,1634782,2,165,Rural,N
L787,Male,No,2,Graduate,Yes,407643,294845,4523573,2,240,Urban,N
L788,Female,Yes,3+,Not Graduate,Yes,55367,78093,4061154,2,194,Semiurban,N
L789,Male,Yes,1,Graduate,No,62504,296317,2264720,4,460,Urban,N
L790,Female,Yes,1,Graduate,Yes,224995,128706,4255040,1,480,Urban,N
L791,Female,No,2,Graduate,Yes,366161,138511,3206258,2,92,Semiurban,N
L792,Male,Yes,1,Graduate,No,371169,159707,4186174,2,692,Urban,Y
L793,Female,No,0,Not Graduate,Yes,246682,392682,1437533,3,161,Semiurban,Y
L794,Female,Yes,2,Graduate,No,364425,444462,2270899,4,925,Semiurban,Y
L795,Female,No,1,Graduate,Yes,381846,309849,4812026,3,471,Semiurban,N
L796,Male,Yes,3+,Graduate,No,93673,211617,4947824,3,511,Urban,N
L797,Male,No,2,Not Graduate,Yes,420883,135699,2418394,3,941,Semiurban,Y
L798,Male,No,1,Graduate,No,130894,294822,4610627,3,568,Urban,N
L799,Male,No,3+,Not Graduate,Yes,305633,255933,687139,2,720,Rural,Y
L800,Male,No,3+,Graduate,No,69771,330033,2294322,2,35,Rural,N
L801,Male,No,0,Graduate,No,97563,279650,4066747,3,77,Rural,N
L802,Female,Yes,0,Not Graduate,Yes,173232,179726,3152438,2,318,Urban,N
L803,Male,Yes,1,Graduate,No,109103,197776,3653605,1,498,Semiurban,N
L804,Male,No,3+,Not Graduate,No,179320,479778,4212804,4,896,Urban,Y
L805,Male,Yes,0,Not Graduate,Yes,349620,211494,163944,3,362,Rural,Y
L806,Female,Yes,0,Graduate,Yes,456950,304726,4858448,2,447,Semiurban,N
L807,Female,No,3+,Graduate,Yes,172873,220122,369990,3,805,Rural,Y
L808,Male,No,1,Not Graduate,Yes,206912,381565,4423868,2,661,Urban,Y
L809,Male,No,0,Not Graduate,Yes,198234,335340,4886343,1,851,Urban,Y
L810,Female,No,3+,Not Graduate,Yes,141781,465395,2638217,4,594,Urban,N
L811,Male,Yes,1,Not Graduate,No,305762,235345,2170593,4,425,Semiurban,N
L812,Male,No,2,Not Graduate,Yes,369199,312904,2545163,2,503,Rural,N
L813,Male,Yes,1,Graduate,No,383160,190838,1988527,4,897,Semiurban,Y
L814,Male,Yes,3+,Graduate,Yes,57171,418747,1994835,3,223,Semiurban,N
L815,Female,Yes,0,Not Graduate,No,192920,401003,1727161,4,588,Urban,Y
L816,Male,Yes,0,Graduate,Yes,169892,71621,3756355,1,83,Semiurban,N
L817,Female,No,0,Graduate,Yes,246284,683,1996929,2,166,Urban,N
L818,Female,No,3+,Graduate,No,404271,448870,456855,1,883,Urban,Y
L819,Female,Yes,2,Not Graduate,No,47557,128349,4760964,4,921,Semiurban,Y
L820,Female,Yes,2,Not Graduate,No,307713,436951,3847432,2,260,Rural,N
L821,Female,Yes,3+,Graduate,Yes,363362,234263,1851689,2,794,Urban,Y
L822,Female,No,0,Not Graduate,Yes,417414,343608,3905207,2,67,Urban,N
L823,Male,No,3+,Graduate,No,320302,10382,3149965,2,550,Rural,N
L824,Male,No,2,Not Graduate,Yes,91076,289863,2240332,3,935,Urban,Y
L825,Female,No,3+,Graduate,No,77194,340884,2181402,1,381,Urban,N
L826,Male,No,0,Graduate,No,89231,349257,718133,4,239,Semiurban,Y
L827,Female,Yes,1,Not Graduate,Yes,22539,97783,4433990,3,453,Semiurban,N
L828,Female,No,0,Graduate,No,349692,381343,326083,1,641,Semiurban,Y
L829,Male,No,2,Graduate,No,378665,111267,4011301,3,867,Semiurban,Y
L830,Male,Yes,1,Graduate,Yes,170479,353660,1115148,4,802,Urban,Y
L831,Female,No,1,Not Graduate,No,238248,139207,922921,4,103,Urban,Y
L832,Male,Yes,1,Graduate,No,120352,414601,745374,1,15,Rural,N
L833,Male,Yes,1,Not Graduate,Yes,200696,446920,3751144,2,201,Urban,N
L834,Male,No,3+,Not Graduate,No,461954,32107,2969992,2,928,Semiurban,Y
L835,Male,No,2,Not Graduate,Yes,274260,430972,3874629,3,450,Rural,N
L836,Male,No,1,Not Graduate,No,167505,129284,3849958,3,155,Rural,N
L837,Male,No,3+,Not Graduate,Yes,28781,37604,4422825,1,395,Semiurban,N
L838,Female,Yes,3+,Graduate,Yes,120550,382563,3942286,2,674,Semiurban,Y
L839,Male,Yes,3+,Not Graduate,No,29051,350341,4451850,3,927,Semiurban,Y
L840,Male,No,3+,Graduate,Yes,432864,21607,1311503,1,725,Rural,Y
L841,Male,No,0,Graduate,No,492384,26144,371431,4,189,Semiurban,Y
L842,Female,Yes,0,Graduate,No,75759,338512,1654722,1,419,Urban,N
L843,Female,Yes,1,Graduate,No,211703,428205,4407998,2,870,Semiurban,Y
L844,Female,Yes,1,Not Graduate,No,267301,391316,2734636,4,82,Urban,N
L845,Female,No,3+,Not Graduate,Yes,216038,208785,4823899,2,363,Urban,N
L846,Female,Yes,0,Graduate,No,178696,482514,2806513,3,360,Semiurban,N
L847,Male,No,0,Not Graduate,Yes,357763,418298,4340090,1,29,Urban,N
L848,Female,No,0,Not Graduate,No,421159,219922,4854485,2,126,Rural,N
L849,Male,Yes,0,Graduate,No,256965,261936,2148081,1,101,Urban,N
L850,Male,Yes,2,Not Graduate,Yes,75043,229386,3196044,4,565,Rural,N
L851,Male,Yes,2,Not Graduate,No,307676,494308,4165057,3,667,Urban,Y
L852,Female,No,2,Not Graduate,Yes,232167,174264,1329008,2,103,Semiurban,N
L853,Male,No,2,Graduate,No,133804,110393,3719134,3,688,Rural,Y
L854,Male,No,2,Not Graduate,No,278060,84613,1785005,4,128,Urban,N
L855,Male,No,2,Graduate,No,451964,343772,4640551,1,620,Semiurban,N
L856,Male,Yes,3+,Graduate,No,236003,49358,462445,1,672,Semiurban,Y
L857,Female,Yes,3+,Graduate,Yes,242278,45777,1910137,2,137,Semiurban,N
L858,Female,No,1,Not Graduate,Yes,107428,56771,4129572,1,535,Semiurban,N
L859,Male,Yes,3+,Not Graduate,No,225429,496506,1446009,1,926,Urban,Y
L860,Male,No,3+,Graduate,Yes,289559,188425,4565988,2,701,Semiurban,Y
L861,Female,Yes,0,Graduate,No,404030,277824,1832714,4,856,Semiurban,Y
L862,Male,No,1,Not Graduate,No,201463,370824,1063537,2,461,Semiurban,Y
L863,Female,No,0,Graduate,Yes,242713,307707,4482337,2,227,Rural,N
L864,Female,No,3+,Not Graduate,No,124601,187776,3148032,3,566,Urban,N
L865,Male,No,3+,Not Graduate,No,88025,430095,2538767,3,227,Urban,N
L866,Male,No,2,Not Graduate,No,390769,32566,3499313,2,601,Semiurban,N
L867,Male,No,0,Graduate,No,269009,197965,4922168,2,210,Urban,N
L868,Male,Yes,0,Not Graduate,Yes,442658,147117,2499217,2,902,Semiurban,Y
L869,Female,No,1,Graduate,Yes,160411,337,1996715,3,526,Urban,N
L870,Male,No,3+,Graduate,No,167842,199010,692209,2,899,Rural,Y
L871,Male,Yes,2,Not Graduate,No,61301,133305,418278,4,675,Rural,Y
L872,Male,No,1,Graduate,Yes,285702,87623,4493764,3,645,Rural,N
L873,Male,Yes,3+,Not Graduate,Yes,128152,423648,403309,3,794,Urban,Y
L874,Female,No,2,Not Graduate,Yes,10561,406332,3143856,4,403,Semiurban,N
L875,Female,No,0,Not Graduate,Yes,367361,72996,3888560,3,456,Rural,N
L876,Male,Yes,2,Not Graduate,No,81125,147457,4781030,3,689,Urban,Y
L877,Female,Yes,0,Graduate,Yes,494262,103248,2430675,4,860,Rural,Y
L878,Female,Yes,2,Not Graduate,No,217975,7671,708483,2,157,Semiurban,N
L879,Female,Yes,0,Graduate,Yes,137526,121960,3389875,1,116,Semiurban,N
L880,Female,No,0,Graduate,No,357639,422345,2637100,2,478,Semiurban,N
L881,Male,No,1,Graduate,Yes,372216,496862,1828368,4,723,Semiurban,Y
L882,Female,No,0,Graduate,No,169532,130107,2270415,2,29,Rural,N
L883,Female,Yes,1,Not Graduate,Yes,159415,443080,1880471,3,882,Urban,Y
L884,Female,Yes,3+,Not Graduate,Yes,108209,50610,3830868,1,106,Semiurban,N
L885,Female,Yes,0,Not Graduate,Yes,353343,53949,3844495,3,268,Rural,N
L886,Female,No,0,Graduate,No,13583,445731,4882833,3,916,Urban,Y
L887,Male,Yes,0,Graduate,Yes,324690,3911,2772972,1,516,Semiurban,N
L888,Female,No,2,Graduate,Yes,274120,424547,3434791,1,790,Semiurban,Y
L889,Male,No,0,Graduate,No,139476,273631,4845304,4,935,Urban,Y
L890,Female,Yes,3+,Graduate,Yes,125943,333505,3574947,1,913,Semiurban,Y
L891,Male,No,1,Graduate,Yes,45324,45464,2382579,4,799,Urban,Y
L892,Female,No,2,Not Graduate,No,275780,446472,929414,1,658,Urban,Y
L893,Male,No,0,Not Graduate,Yes,24145,263523,4728635,1,477,Semiurban,N
L894,Female,No,3+,Not Graduate,Yes,245892,215779,2626148,3,424,Urban,N
L895,Female,Yes,1,Not Graduate,Yes,160699,374678,3319195,4,277,Urban,N
L896,Male,Yes,3+,Graduate,No,71242,24736,1795638,1,475,Semiurban,N
L897,Female,No,2,Not Graduate,Yes,313124,485098,4882422,3,671,Semiurban,Y
L898,Male,Yes,2,Graduate,No,97658,206151,4983351,2,527,Semiurban,N
L899,Female,Yes,0,Graduate,No,138475,268760,766273,1,890,Rural,Y
L900,Male,No,1,Graduate,Yes,454733,442856,3654067,1,626,Urban,N
L901,Female,Yes,2,Graduate,Yes,132958,348779,1791423,3,928,Rural,Y
L902,Female,No,1,Not Graduate,Yes,106415,245805,4969311,1,679,Urban,Y
L903,Male,No,0,Not Graduate,Yes,347526,333798,1982388,3,788,Semiurban,Y
L904,Female,Yes,2,Graduate,Yes,219402,62787,332714,2,832,Rural,Y
L905,Female,Yes,1,Graduate,Yes,453276,298672,3708495,1,716,Semiurban,Y
L906,Male,Yes,2,Not Graduate,Yes,79677,357956,1522389,1,521,Semiurban,N
L907,Female,Yes,3+,Graduate,No,316223,376661,1158160,1,262,Urban,N
L908,Female,Yes,2,Not Graduate,No,435578,485772,332241,2,119,Semiurban,Y
L909,Female,No,1,Not Graduate,Yes,225977,347126,155924,1,447,Rural,Y
L910,Female,Yes,1,Graduate,No,213724,314645,2643687,1,948,Rural,Y
L911,Female,No,1,Graduate,Yes,282378,205751,2535979,4,21,Rural,N
L912,Female,No,3+,Not Graduate,No,426072,357210,1020665,1,119,Urban,N
L913,Male,No,0,Not Graduate,No,337143,394185,3603703,4,321,Rural,N
L914,Male,No,3+,Graduate,Yes,434422,463981,2379417,3,245,Rural,Y
L915,Male,Yes,3+,Graduate,Yes,381400,444601,1015504,2,298,Rural,Y
L916,Male,No,3+,Graduate,No,439674,178434,268174,1,153,Urban,Y
L917,Female,No,2,Not Graduate,Yes,314220,335687,1415891,1,273,Rural,N
L918,Female,Yes,2,Graduate,Yes,349268,356815,3210928,1,627,Rural,N
L919,Male,Yes,2,Not Graduate,Yes,156242,391156,3076127,2,898,Semiurban,Y
L920,Female,No,0,Not Graduate,No,180548,450812,76481,1,738,Rural,Y
L921,Female,Yes,3+,Graduate,Yes,225109,275501,2537242,2,895,Semiurban,Y
L922,Male,No,0,Not Graduate,Yes,99243,50068,2465301,3,699,Urban,Y
L923,Female,No,3+,Not Graduate,Yes,181509,498399,131211,4,939,Semiurban,Y
L924,Female,Yes,1,Graduate,Yes,162011,92473,1704970,3,449,Rural,N
L925,Male,Yes,3+,Graduate,Yes,440094,131538,1628820,1,164,Semiurban,N
L926,Female,No,3+,Not Graduate,No,351660,34754,2787954,4,691,Rural,Y
L927,Female,Yes,0,Graduate,No,238531,193893,3738601,2,766,Semiurban,Y
L928,Male,No,3+,Graduate,Yes,370724,258147,969511,1,810,Semiurban,Y
L929,Male,Yes,3+,Graduate,Yes,268705,204494,4926964,3,80,Rural,N
L930,Female,Yes,1,Not Graduate,Yes,409870,454464,2497488,4,939,Urban,Y
L931,Female,No,1,Not Graduate,No,369136,114338,2861853,1,250,Urban,N
L932,Female,Yes,2,Not Graduate,No,378250,413891,966115,4,158,Urban,Y
L933,Male,No,0,Graduate,Yes,72119,173443,4432114,4,226,Rural,N
L934,Female,No,3+,Not Graduate,Yes,430321,460781,2746976,2,310,Semiurban,N
L935,Female,No,0,Not Graduate,No,320410,112992,4112406,1,716,Semiurban,Y
L936,Female,No,3+,Graduate,No,343086,150761,4024334,1,107,Urban,N
L937,Female,Yes,1,Not Graduate,Yes,97097,451484,2585961,3,110,Urban,N
L938,Male,Yes,0,Graduate,No,153992,54139,4010726,3,636,Rural,N
L939,Female,No,0,Not Graduate,No,219692,491133,3761780,3,901,Rural,Y
L940,Male,No,0,Not Graduate,No,357944,490768,2767584,1,39,Rural,N
L941,Male,Yes,3+,Not Graduate,Yes,88369,130198,3691509,1,729,Semiurban,Y
L942,Female,No,1,Graduate,Yes,340095,396964,772525,4,715,Rural,Y
L943,Female,Yes,0,Not Graduate,No,311864,299226,2808068,1,565,Urban,N
L944,Male,No,3+,Graduate,No,78658,303313,1870858,1,148,Rural,N
L945,Male,No,1,Not Graduate,No,50692,267748,323665,1,33,Rural,N
L946,Female,No,2,Graduate,Yes,269579,189194,2442586,3,413,Semiurban,N
L947,Female,No,1,Not Graduate,No,182347,233649,2415111,1,244,Urban,N
L948,Female,No,1,Not Graduate,Yes,47113,64755,359418,1,108,Semiurban,N
L949,Female,Yes,1,Not Graduate,No,328329,410185,4428020,1,624,Urban,N
L950,Male,No,3+,Not Graduate,No,401855,494769,3208688,3,664,Semiurban,Y
L951,Male,No,0,Not Graduate,No,97884,454700,3172156,3,756,Rural,Y
L952,Male,No,2,Not Graduate,No,176437,424219,3894752,4,362,Rural,N
L953,Male,No,1,Not Graduate,No,149369,97847,3907091,1,190,Urban,N
L954,Female,No,0,Graduate,Yes,205127,253565,611040,3,202,Urban,Y
L955,Female,No,1,Graduate,No,307054,258264,3681918,4,669,Rural,Y
L956,Male,No,0,Not Graduate,No,490269,397586,3705036,3,595,Semiurban,N
L957,Male,No,0,Graduate,Yes,229104,281680,3379948,2,440,Urban,N
L958,Male,No,3+,Graduate,Yes,219805,307251,3485883,4,945,Urban,Y
L959,Male,No,2,Graduate,Yes,331080,146303,461871,1,133,Rural,Y
L960,Male,No,2,Graduate,Yes,476636,305845,3567094,1,786,Semiurban,Y
L961,Female,No,1,Not Graduate,Yes,244044,111987,2679689,4,333,Rural,N
L962,Female,Yes,0,Not Graduate,Yes,412640,259066,1084701,2,852,Urban,Y
L963,Female,Yes,1,Graduate,Yes,169171,214350,2644181,3,62,Rural,N
L964,Female,Yes,2,Graduate,Yes,105720,216207,601341,1,610,Urban,N
L965,Female,Yes,0,Not Graduate,Yes,239319,294979,2560021,3,721,Semiurban,Y
L966,Female,Yes,3+,Graduate,Yes,369032,195068,1375175,2,469,Rural,N
L967,Female,No,1,Graduate,No,244951,180788,509313,3,836,Rural,Y
L968,Male,No,1,Graduate,Yes,307194,399847,2236614,2,43,Semiurban,N
L969,Female,Yes,1,Not Graduate,Yes,88699,289208,116867,3,841,Rural,Y
L970,Male,No,2,Graduate,Yes,213767,5250,435919,3,118,Urban,Y
L971,Female,No,0,Not Graduate,No,357771,167765,1729841,1,348,Urban,N
L972,Female,Yes,1,Graduate,Yes,115931,470729,3696015,2,715,Rural,Y
L973,Male,No,1,Graduate,No,223321,470620,630533,3,413,Rural,Y
L974,Female,Yes,1,Graduate,Yes,465845,295556,2628322,1,657,Urban,Y
L975,Male,Yes,3+,Graduate,Yes,495240,128825,3310027,1,77,Rural,N
L976,Female,Yes,0,Graduate,Yes,305284,212397,645025,2,84,Semiurban,Y
L977,Male,Yes,2,Graduate,No,488616,66234,4417669,2,690,Semiurban,Y
L978,Female,Yes,0,Not Graduate,No,267170,442693,2587752,1,165,Urban,N
L979,Female,No,3+,Graduate,Yes,381686,355792,3637502,3,245,Semiurban,N
L980,Male,No,2,Graduate,Yes,161411,17159,3390270,2,309,Semiurban,N
L981,Male,Yes,0,Graduate,No,486935,127297,4104845,1,9,Semiurban,N
L982,Female,Yes,2,Graduate,No,16304,493550,864869,2,131,Rural,Y
L983,Female,No,3+,Not Graduate,Yes,394412,24260,1276443,4,898,Rural,Y
L984,Female,Yes,3+,Graduate,No,243425,440222,4313580,1,360,Rural,N
L985,Female,No,2,Graduate,Yes,304619,457241,2422561,2,271,Rural,N
L986,Male,Yes,2,Graduate,No,193153,273695,4706634,1,242,Semiurban,N
L987,Male,Yes,2,Not Graduate,Yes,271278,472954,4517204,2,870,Semiurban,Y
L988,Male,Yes,2,Graduate,No,355649,483822,3975841,1,901,Urban,Y
L989,Female,No,2,Graduate,Yes,446626,259020,2794364,4,405,Semiurban,N
L990,Male,No,1,Not Graduate,No,385082,310827,4170372,2,365,Urban,N
L991,Male,Yes,1,Not Graduate,Yes,376905,297878,2841361,3,262,Semiurban,N
L992,Female,No,0,Not Graduate,No,206901,187141,2772064,2,520,Rural,N
L993,Female,No,0,Graduate,Yes,270011,345075,3871754,4,340,Urban,N
L994,Female,No,0,Not Graduate,Yes,66480,368493,43058,3,793,Urban,Y
L995,Male,Yes,2,Not Graduate,No,13507,124795,2259101,2,267,Semiurban,N
L996,Female,No,0,Not Graduate,No,230137,446468,3196563,1,841,Urban,Y
L997,Female,No,1,Graduate,Yes,366513,26128,2016456,2,637,Urban,N
L998,Male,Yes,1,Not Graduate,No,463959,25983,1000743,3,253,Urban,Y
L999,Male,Yes,1,Graduate,Yes,167967,71451,3987260,2,638,Urban,N
L1000,Female,Yes,3+,Graduate,No,150215,209696,4654165,4,548,Rural,N
L1001,Male,Yes,3+,Graduate,No,153085,264228,2700382,1,21,Rural,N
L1002,Male,No,0,Graduate,No,313920,90805,1984020,1,374,Rural,N
L1003,Male,Yes,2,Graduate,Yes,312761,79673,1663032,4,726,Rural,Y
L1004,Female,Yes,0,Not Graduate,No,162685,151174,2384564,4,327,Rural,N
L1005,Female,No,1,Not Graduate,Yes,249528,313875,4583883,2,3,Rural,N
L1006,Female,No,2,Not Graduate,Yes,458693,327897,4298687,3,422,Semiurban,N
L1007,Female,No,1,Not Graduate,Yes,199346,394924,424160,3,608,Semiurban,Y
L1008,Female,No,3+,Graduate,Yes,414533,213396,1558615,1,673,Semiurban,Y
L1009,Male,Yes,3+,Not Graduate,No,402411,306294,1615730,2,428,Urban,N
L1010,Female,No,3+,Not Graduate,No,101855,31929,3557975,3,766,Semiurban,Y
